,average,sd,score
val2017/000000556158.jpg,138.061,61.932,0.911
val2017/000000272049.jpg,150.915,74.43,0.715
val2017/000000372317.jpg,145.404,61.992,0.095
val2017/000000372260.jpg,144.06,64.911,0.432
val2017/000000050811.jpg,149.383,53.215,0.865
val2017/000000170893.jpg,145.227,26.504,0.001
val2017/000000019042.jpg,144.62,65.82,0.411
val2017/000000445792.jpg,146.326,55.509,0.705
val2017/000000245320.jpg,144.603,78.539,0.843
val2017/000000342295.jpg,146.164,55.202,0.733
val2017/000000581100.jpg,147.485,67.123,0.028
val2017/000000162858.jpg,141.171,64.78,0.836
val2017/000000050006.jpg,144.951,67.871,0.275
val2017/000000161397.jpg,145.608,72.149,0.005
val2017/000000359677.jpg,143.927,60.906,0.723
val2017/000000286994.jpg,145.757,49.744,0.125
val2017/000000200961.jpg,153.022,30.011,0.652
val2017/000000004765.jpg,145.424,48.242,0.847
val2017/000000036539.jpg,143.833,67.086,0.911
val2017/000000390301.jpg,145.367,78.76,0.002
val2017/000000534673.jpg,145.484,73.77,0.831
val2017/000000125952.jpg,148.4,76.257,0.0
val2017/000000383621.jpg,143.505,22.317,0.07
val2017/000000198928.jpg,144.654,78.56,0.833
val2017/000000126592.jpg,146.554,75.479,0.004
val2017/000000219271.jpg,144.222,71.13,0.775
val2017/000000574297.jpg,151.299,52.526,0.858
val2017/000000424551.jpg,142.105,38.347,0.791
val2017/000000098392.jpg,144.269,76.795,0.646
val2017/000000561958.jpg,144.918,60.408,0.805
val2017/000000495054.jpg,142.502,64.244,0.049
val2017/000000562818.jpg,140.295,31.156,0.666
val2017/000000245764.jpg,146.62,67.521,0.003
val2017/000000581062.jpg,143.303,41.315,0.891
val2017/000000404249.jpg,148.701,49.97,0.919
val2017/000000063154.jpg,144.638,36.331,0.824
val2017/000000031749.jpg,149.735,93.403,0.032
val2017/000000114884.jpg,147.993,71.096,0.812
val2017/000000103723.jpg,145.728,91.863,0.675
val2017/000000127517.jpg,147.214,57.556,0.005
val2017/000000044590.jpg,145.527,56.463,0.84
val2017/000000106912.jpg,143.766,60.635,0.858
val2017/000000355677.jpg,143.213,34.651,0.026
val2017/000000499768.jpg,148.48,61.464,0.001
val2017/000000361142.jpg,145.83,97.251,0.434
val2017/000000273198.jpg,145.879,55.446,0.682
val2017/000000181859.jpg,162.111,47.654,0.065
val2017/000000477623.jpg,148.843,69.288,0.064
val2017/000000369081.jpg,149.992,64.505,0.016
val2017/000000349480.jpg,149.175,56.441,0.153
val2017/000000243989.jpg,146.319,78.688,0.805
val2017/000000227898.jpg,152.355,61.13,0.843
val2017/000000007088.jpg,146.198,77.084,0.892
val2017/000000326541.jpg,145.386,59.078,0.51
val2017/000000074457.jpg,143.726,56.484,0.821
val2017/000000547886.jpg,147.009,36.456,0.813
val2017/000000368335.jpg,145.141,69.508,0.002
val2017/000000060363.jpg,143.021,70.815,0.017
val2017/000000292997.jpg,146.626,57.994,0.844
val2017/000000384808.jpg,145.391,49.087,0.718
val2017/000000360661.jpg,146.151,48.347,0.89
val2017/000000451144.jpg,144.483,71.871,0.834
val2017/000000022192.jpg,147.438,57.576,0.001
val2017/000000182021.jpg,155.144,34.246,0.826
val2017/000000038210.jpg,146.0,75.608,0.925
val2017/000000397639.jpg,150.437,45.993,0.001
val2017/000000489305.jpg,151.748,51.796,0.702
val2017/000000579307.jpg,144.239,44.375,0.834
val2017/000000087038.jpg,147.179,64.534,0.893
val2017/000000567825.jpg,148.551,66.714,0.005
val2017/000000271402.jpg,146.213,64.922,0.869
val2017/000000224222.jpg,146.793,49.5,0.86
val2017/000000235252.jpg,148.934,47.972,0.0
val2017/000000340272.jpg,147.438,46.845,0.0
val2017/000000047571.jpg,147.365,50.179,0.826
val2017/000000499622.jpg,151.491,73.354,0.752
val2017/000000405279.jpg,144.981,53.485,0.69
val2017/000000115946.jpg,148.66,71.999,0.185
val2017/000000377239.jpg,139.481,53.582,0.802
val2017/000000580294.jpg,148.318,72.415,0.358
val2017/000000141597.jpg,147.165,76.326,0.228
val2017/000000002261.jpg,153.929,40.275,0.596
val2017/000000427649.jpg,141.207,43.903,0.02
val2017/000000448365.jpg,146.985,72.915,0.835
val2017/000000001490.jpg,147.361,49.397,0.858
val2017/000000326128.jpg,145.332,74.701,0.909
val2017/000000170613.jpg,146.191,81.683,0.86
val2017/000000302990.jpg,148.422,68.749,0.827
val2017/000000007977.jpg,148.597,63.155,0.884
val2017/000000213605.jpg,146.333,73.94,0.363
val2017/000000532493.jpg,148.072,50.699,0.857
val2017/000000110359.jpg,141.025,35.155,0.0
val2017/000000553776.jpg,147.848,69.927,0.723
val2017/000000507797.jpg,148.286,73.371,0.919
val2017/000000187144.jpg,148.389,77.055,0.815
val2017/000000002532.jpg,143.108,68.421,0.865
val2017/000000538067.jpg,149.293,66.543,0.769
val2017/000000462614.jpg,153.429,53.056,0.022
val2017/000000447611.jpg,151.954,59.557,0.405
val2017/000000076417.jpg,149.581,75.893,0.0
val2017/000000134856.jpg,145.367,19.822,0.421
val2017/000000449603.jpg,149.464,66.818,0.782
val2017/000000042628.jpg,146.935,43.066,0.773
val2017/000000335450.jpg,154.458,63.567,0.001
val2017/000000017959.jpg,146.009,69.592,0.717
val2017/000000321333.jpg,152.461,58.717,0.736
val2017/000000099039.jpg,149.767,69.171,0.452
val2017/000000160728.jpg,145.632,60.041,0.877
val2017/000000416837.jpg,149.904,71.04,0.0
val2017/000000116068.jpg,148.113,66.104,0.911
val2017/000000192716.jpg,147.707,78.502,0.574
val2017/000000128699.jpg,151.249,62.473,0.817
val2017/000000529568.jpg,153.629,63.96,0.314
val2017/000000522751.jpg,147.401,49.323,0.057
val2017/000000423944.jpg,141.709,84.845,0.558
val2017/000000147745.jpg,150.656,81.193,0.006
val2017/000000064523.jpg,149.227,89.483,0.895
val2017/000000319369.jpg,148.451,81.047,0.825
val2017/000000506656.jpg,148.822,79.593,0.844
val2017/000000254368.jpg,149.123,59.512,0.63
val2017/000000341828.jpg,149.173,80.626,0.651
val2017/000000130586.jpg,153.619,84.95,0.893
val2017/000000417608.jpg,155.151,67.357,0.023
val2017/000000274460.jpg,152.766,78.591,0.923
val2017/000000425925.jpg,147.014,70.582,0.281
val2017/000000549055.jpg,148.717,56.947,0.82
val2017/000000262048.jpg,148.315,56.727,0.83
val2017/000000358525.jpg,150.459,66.246,0.725
val2017/000000073118.jpg,152.915,50.876,0.0
val2017/000000154000.jpg,149.341,77.827,0.006
val2017/000000491130.jpg,147.697,72.395,0.808
val2017/000000572462.jpg,151.033,68.942,0.723
val2017/000000095899.jpg,144.581,45.38,0.002
val2017/000000107851.jpg,152.382,82.534,0.743
val2017/000000570756.jpg,144.167,29.679,0.784
val2017/000000495146.jpg,148.874,81.221,0.804
val2017/000000134886.jpg,149.558,39.551,0.586
val2017/000000146498.jpg,152.926,74.665,0.262
val2017/000000489842.jpg,150.394,64.158,0.902
val2017/000000022892.jpg,152.055,78.569,0.003
val2017/000000156372.jpg,151.457,77.116,0.143
val2017/000000432898.jpg,155.131,64.166,0.868
val2017/000000060052.jpg,150.612,68.194,0.45
val2017/000000163746.jpg,148.593,40.031,0.923
val2017/000000191471.jpg,148.423,73.874,0.002
val2017/000000221754.jpg,150.401,70.398,0.67
val2017/000000201148.jpg,152.386,71.928,0.021
val2017/000000332570.jpg,152.288,88.211,0.386
val2017/000000530470.jpg,154.729,77.021,0.328
val2017/000000094157.jpg,151.135,71.276,0.798
val2017/000000293324.jpg,148.045,42.949,0.06
val2017/000000088265.jpg,153.326,73.317,0.007
val2017/000000084752.jpg,150.852,89.717,0.011
val2017/000000082986.jpg,154.147,78.225,0.802
val2017/000000098716.jpg,151.146,40.797,0.718
val2017/000000365745.jpg,150.468,71.186,0.875
val2017/000000128654.jpg,147.071,46.796,0.645
val2017/000000464144.jpg,147.093,72.072,0.909
val2017/000000494759.jpg,151.085,56.544,0.851
val2017/000000134882.jpg,146.892,61.81,0.455
val2017/000000373705.jpg,151.831,70.301,0.831
val2017/000000312720.jpg,146.4,46.81,0.738
val2017/000000041888.jpg,153.248,48.135,0.001
val2017/000000376206.jpg,150.039,60.737,0.825
val2017/000000505451.jpg,154.191,42.895,0.69
val2017/000000096001.jpg,159.237,52.436,0.262
val2017/000000004795.jpg,153.18,61.133,0.001
val2017/000000571857.jpg,151.681,29.777,0.84
val2017/000000032735.jpg,146.887,45.571,0.766
val2017/000000279927.jpg,156.904,63.192,0.782
val2017/000000469828.jpg,152.869,86.517,0.769
val2017/000000287874.jpg,152.339,71.481,0.729
val2017/000000455555.jpg,152.561,80.63,0.862
val2017/000000289702.jpg,154.417,50.54,0.008
val2017/000000515350.jpg,150.694,60.673,0.447
val2017/000000185950.jpg,154.694,77.038,0.825
val2017/000000277197.jpg,152.388,56.91,0.133
val2017/000000255917.jpg,151.024,70.063,0.511
val2017/000000479912.jpg,147.316,52.735,0.56
val2017/000000563603.jpg,157.276,39.081,0.002
val2017/000000378673.jpg,150.129,63.321,0.851
val2017/000000255824.jpg,157.785,52.584,0.001
val2017/000000489339.jpg,154.576,65.964,0.732
val2017/000000183246.jpg,153.415,106.501,0.059
val2017/000000527528.jpg,150.086,44.403,0.224
val2017/000000302107.jpg,154.923,56.298,0.851
val2017/000000196185.jpg,152.101,63.522,0.307
val2017/000000527750.jpg,164.587,59.981,0.927
val2017/000000077460.jpg,152.149,38.021,0.768
val2017/000000180188.jpg,153.782,83.521,0.023
val2017/000000343453.jpg,152.742,108.474,0.902
val2017/000000140840.jpg,156.946,67.763,0.694
val2017/000000016451.jpg,153.325,48.453,0.476
val2017/000000007511.jpg,150.339,56.099,0.884
val2017/000000404479.jpg,152.521,42.708,0.0
val2017/000000396729.jpg,153.353,51.823,0.008
val2017/000000545007.jpg,152.89,98.807,0.747
val2017/000000327617.jpg,156.33,54.842,0.912
val2017/000000393469.jpg,153.776,72.409,0.67
val2017/000000569972.jpg,150.332,52.364,0.845
val2017/000000232538.jpg,152.695,66.38,0.296
val2017/000000500211.jpg,152.513,55.771,0.141
val2017/000000265777.jpg,162.938,68.584,0.65
val2017/000000122166.jpg,158.792,72.102,0.889
val2017/000000381639.jpg,157.357,59.353,0.9
val2017/000000506004.jpg,153.251,69.093,0.011
val2017/000000581357.jpg,157.699,63.412,0.913
val2017/000000274066.jpg,154.732,60.538,0.838
val2017/000000148999.jpg,155.666,81.613,0.804
val2017/000000007281.jpg,153.144,44.273,0.847
val2017/000000465675.jpg,154.524,71.382,0.191
val2017/000000005477.jpg,156.129,38.886,0.013
val2017/000000098261.jpg,155.9,67.769,0.001
val2017/000000033221.jpg,155.235,78.909,0.84
val2017/000000193245.jpg,159.847,59.634,0.866
val2017/000000415748.jpg,161.29,57.0,0.658
val2017/000000351096.jpg,155.143,69.006,0.432
val2017/000000573258.jpg,154.808,69.091,0.873
val2017/000000534827.jpg,154.691,73.227,0.821
val2017/000000021879.jpg,153.592,30.464,0.942
val2017/000000213171.jpg,159.967,67.211,0.918
val2017/000000498807.jpg,154.231,63.634,0.913
val2017/000000215245.jpg,162.275,56.509,0.002
val2017/000000551439.jpg,157.556,72.001,0.728
val2017/000000205333.jpg,151.363,28.924,0.741
val2017/000000089078.jpg,153.734,53.62,0.909
val2017/000000050145.jpg,155.72,83.574,0.915
val2017/000000298251.jpg,164.793,29.976,0.457
val2017/000000334371.jpg,156.851,73.995,0.836
val2017/000000245311.jpg,158.621,74.306,0.676
val2017/000000086220.jpg,154.96,59.879,0.459
val2017/000000232646.jpg,155.698,57.637,0.001
val2017/000000308587.jpg,155.897,42.321,0.611
val2017/000000003255.jpg,153.259,55.319,0.727
val2017/000000170955.jpg,159.992,69.61,0.7
val2017/000000187243.jpg,157.503,68.751,0.798
val2017/000000345261.jpg,161.014,87.08,0.0
val2017/000000108864.jpg,157.145,67.558,0.0
val2017/000000184978.jpg,153.409,45.846,0.882
val2017/000000181816.jpg,157.057,73.18,0.848
val2017/000000239843.jpg,151.619,33.793,0.0
val2017/000000019924.jpg,157.028,97.003,0.753
val2017/000000417085.jpg,159.146,75.842,0.02
val2017/000000291664.jpg,165.468,50.138,0.001
val2017/000000456292.jpg,161.213,66.687,0.01
val2017/000000445602.jpg,154.748,73.377,0.86
val2017/000000323709.jpg,161.687,53.625,0.11
val2017/000000528524.jpg,156.974,36.827,0.079
val2017/000000517832.jpg,160.553,83.414,0.002
val2017/000000378116.jpg,156.408,36.917,0.824
val2017/000000451084.jpg,159.074,75.332,0.881
val2017/000000375469.jpg,157.557,47.277,0.783
val2017/000000523957.jpg,158.935,62.684,0.938
val2017/000000327592.jpg,158.091,68.367,0.797
val2017/000000331075.jpg,157.039,70.079,0.004
val2017/000000447314.jpg,158.481,65.612,0.9
val2017/000000484760.jpg,157.466,52.909,0.492
val2017/000000488251.jpg,159.39,75.06,0.897
val2017/000000528578.jpg,154.975,66.121,0.061
val2017/000000098520.jpg,158.647,54.234,0.002
val2017/000000052591.jpg,158.276,71.868,0.859
val2017/000000253819.jpg,158.653,70.821,0.894
val2017/000000366178.jpg,158.921,55.571,0.016
val2017/000000532058.jpg,161.373,60.571,0.82
val2017/000000259097.jpg,162.639,65.261,0.899
val2017/000000284296.jpg,164.152,52.291,0.131
val2017/000000313182.jpg,158.286,87.746,0.809
val2017/000000216739.jpg,159.976,67.061,0.007
val2017/000000370999.jpg,163.841,61.167,0.001
val2017/000000329827.jpg,156.012,85.805,0.761
val2017/000000273232.jpg,158.294,61.494,0.906
val2017/000000357238.jpg,155.473,22.478,0.548
val2017/000000335328.jpg,157.859,49.498,0.836
val2017/000000311883.jpg,155.87,57.724,0.0
val2017/000000324614.jpg,169.148,63.836,0.743
val2017/000000173091.jpg,163.427,56.778,0.001
val2017/000000558213.jpg,156.989,57.804,0.876
val2017/000000450686.jpg,160.542,54.879,0.384
val2017/000000161978.jpg,159.181,63.188,0.75
val2017/000000052007.jpg,161.756,71.622,0.811
val2017/000000515577.jpg,158.128,70.679,0.855
val2017/000000417911.jpg,162.228,58.694,0.649
val2017/000000449432.jpg,159.943,86.492,0.873
val2017/000000256775.jpg,161.267,60.21,0.918
val2017/000000555597.jpg,160.142,81.073,0.438
val2017/000000567011.jpg,160.281,36.312,0.847
val2017/000000379533.jpg,161.208,53.805,0.001
val2017/000000570448.jpg,160.419,59.165,0.832
val2017/000000161044.jpg,158.487,43.461,0.0
val2017/000000407002.jpg,156.191,66.296,0.885
val2017/000000288430.jpg,161.154,33.457,0.878
val2017/000000481413.jpg,155.615,33.884,0.874
val2017/000000246883.jpg,160.789,43.798,0.885
val2017/000000190307.jpg,160.745,60.286,0.828
val2017/000000108503.jpg,158.025,53.844,0.814
val2017/000000050326.jpg,160.006,43.571,0.895
val2017/000000396903.jpg,163.723,54.19,0.337
val2017/000000222559.jpg,161.424,34.002,0.775
val2017/000000182441.jpg,160.728,44.324,0.859
val2017/000000312421.jpg,161.559,95.193,0.624
val2017/000000311295.jpg,163.934,47.808,0.009
val2017/000000151051.jpg,161.862,24.811,0.805
val2017/000000124442.jpg,163.166,65.094,0.871
val2017/000000343706.jpg,162.659,55.986,0.392
val2017/000000463283.jpg,166.028,43.892,0.0
val2017/000000441586.jpg,161.305,72.519,0.843
val2017/000000357742.jpg,160.968,55.57,0.81
val2017/000000514914.jpg,170.983,47.109,0.009
val2017/000000346232.jpg,155.076,60.885,0.834
val2017/000000580757.jpg,164.434,43.723,0.003
val2017/000000476119.jpg,182.303,76.32,0.901
val2017/000000581317.jpg,163.739,55.954,0.843
val2017/000000509699.jpg,162.912,66.822,0.688
val2017/000000266409.jpg,157.144,41.52,0.914
val2017/000000190756.jpg,157.803,52.991,0.716
val2017/000000038118.jpg,158.913,54.857,0.903
val2017/000000571264.jpg,162.705,74.28,0.824
val2017/000000333237.jpg,164.083,51.954,0.022
val2017/000000426836.jpg,164.267,41.961,0.749
val2017/000000079031.jpg,162.263,57.517,0.79
val2017/000000131131.jpg,162.66,86.633,0.003
val2017/000000132703.jpg,159.05,61.871,0.903
val2017/000000315187.jpg,161.793,74.475,0.295
val2017/000000292908.jpg,168.195,79.855,0.697
val2017/000000173830.jpg,162.099,79.426,0.774
val2017/000000535608.jpg,161.508,36.372,0.758
val2017/000000528980.jpg,163.403,70.121,0.162
val2017/000000348881.jpg,164.308,65.136,0.765
val2017/000000247838.jpg,161.828,62.24,0.374
val2017/000000205647.jpg,161.051,40.87,0.002
val2017/000000280779.jpg,159.969,53.544,0.916
val2017/000000097924.jpg,163.936,68.996,0.85
val2017/000000458223.jpg,163.777,48.086,0.806
val2017/000000478474.jpg,164.806,45.018,0.009
val2017/000000336209.jpg,163.618,70.129,0.875
val2017/000000534270.jpg,162.675,63.293,0.835
val2017/000000177893.jpg,164.382,62.325,0.007
val2017/000000252701.jpg,164.765,40.495,0.897
val2017/000000053626.jpg,160.738,66.222,0.918
val2017/000000445248.jpg,169.777,63.449,0.006
val2017/000000336265.jpg,172.925,58.768,0.748
val2017/000000326542.jpg,156.755,60.445,0.875
val2017/000000191672.jpg,166.369,63.905,0.827
val2017/000000438955.jpg,162.683,85.425,0.818
val2017/000000284764.jpg,170.487,66.837,0.765
val2017/000000041633.jpg,161.836,81.44,0.098
val2017/000000097278.jpg,163.382,75.858,0.916
val2017/000000541055.jpg,160.452,73.67,0.911
val2017/000000177539.jpg,167.687,57.318,0.404
val2017/000000128372.jpg,166.521,76.807,0.877
val2017/000000214753.jpg,164.705,44.722,0.757
val2017/000000327306.jpg,163.959,85.992,0.49
val2017/000000123131.jpg,163.848,81.846,0.021
val2017/000000210299.jpg,169.3,44.112,0.824
val2017/000000312489.jpg,166.452,53.045,0.905
val2017/000000270122.jpg,160.247,37.965,0.579
val2017/000000209972.jpg,167.288,39.476,0.0
val2017/000000455872.jpg,166.279,93.128,0.006
val2017/000000220584.jpg,164.512,37.351,0.717
val2017/000000272148.jpg,166.95,72.956,0.543
val2017/000000490515.jpg,160.118,37.295,0.641
val2017/000000081988.jpg,165.32,66.161,0.863
val2017/000000547854.jpg,168.197,76.974,0.751
val2017/000000520009.jpg,164.907,70.492,0.657
val2017/000000496409.jpg,166.031,5.442,0.639
val2017/000000456559.jpg,166.916,63.287,0.863
val2017/000000322724.jpg,163.507,69.044,0.886
val2017/000000230983.jpg,166.288,55.698,0.828
val2017/000000327780.jpg,167.315,37.307,0.002
val2017/000000444879.jpg,171.466,80.37,0.005
val2017/000000544306.jpg,170.012,60.192,0.018
val2017/000000067406.jpg,166.344,46.26,0.866
val2017/000000206135.jpg,167.742,74.537,0.015
val2017/000000561223.jpg,166.207,42.462,0.762
val2017/000000005529.jpg,167.619,62.321,0.885
val2017/000000490413.jpg,168.789,36.169,0.051
val2017/000000282046.jpg,166.619,38.923,0.212
val2017/000000427077.jpg,172.256,57.283,0.871
val2017/000000246963.jpg,170.744,53.308,0.776
val2017/000000548524.jpg,165.31,43.546,0.752
val2017/000000134322.jpg,169.183,75.53,0.842
val2017/000000118921.jpg,169.226,68.812,0.927
val2017/000000409475.jpg,165.339,59.353,0.912
val2017/000000128112.jpg,166.474,60.523,0.859
val2017/000000166768.jpg,173.03,40.413,0.689
val2017/000000382743.jpg,164.258,45.659,0.001
val2017/000000154213.jpg,172.03,55.132,0.0
val2017/000000024027.jpg,164.373,41.071,0.469
val2017/000000332351.jpg,166.438,26.712,0.822
val2017/000000263403.jpg,167.767,66.224,0.783
val2017/000000488664.jpg,168.089,89.961,0.0
val2017/000000474854.jpg,168.732,62.301,0.856
val2017/000000570688.jpg,166.067,68.196,0.916
val2017/000000205289.jpg,169.293,55.878,0.76
val2017/000000389532.jpg,169.338,103.024,0.822
val2017/000000008690.jpg,170.543,76.838,0.775
val2017/000000389451.jpg,169.927,50.144,0.606
val2017/000000018737.jpg,167.489,60.112,0.0
val2017/000000305317.jpg,168.458,61.013,0.734
val2017/000000567432.jpg,167.586,30.743,0.0
val2017/000000353518.jpg,168.698,47.335,0.147
val2017/000000356505.jpg,170.022,50.446,0.942
val2017/000000404568.jpg,171.431,46.211,0.006
val2017/000000121673.jpg,167.164,47.745,0.914
val2017/000000259854.jpg,169.771,83.303,0.003
val2017/000000057760.jpg,167.64,57.617,0.722
val2017/000000286507.jpg,166.497,58.518,0.011
val2017/000000308165.jpg,169.405,52.613,0.867
val2017/000000250619.jpg,168.854,43.594,0.827
val2017/000000566282.jpg,171.468,79.067,0.903
val2017/000000460347.jpg,173.856,44.526,0.542
val2017/000000449996.jpg,168.024,27.038,0.193
val2017/000000197388.jpg,167.774,61.008,0.889
val2017/000000119995.jpg,174.084,54.983,0.883
val2017/000000023751.jpg,173.866,55.416,0.64
val2017/000000349860.jpg,172.394,58.625,0.872
val2017/000000365521.jpg,172.172,62.363,0.91
val2017/000000148730.jpg,176.714,49.792,0.004
val2017/000000579635.jpg,170.361,37.339,0.804
val2017/000000094614.jpg,172.999,45.637,0.88
val2017/000000121591.jpg,165.48,54.059,0.738
val2017/000000235784.jpg,175.408,47.156,0.887
val2017/000000092124.jpg,176.742,49.313,0.0
val2017/000000149770.jpg,183.169,62.343,0.848
val2017/000000532481.jpg,175.543,36.741,0.681
val2017/000000225670.jpg,171.685,67.608,0.497
val2017/000000286422.jpg,172.363,36.813,0.827
val2017/000000317999.jpg,176.145,46.428,0.489
val2017/000000425227.jpg,173.88,48.628,0.66
val2017/000000531707.jpg,174.771,65.415,0.716
val2017/000000472375.jpg,176.406,77.148,0.244
val2017/000000035197.jpg,175.427,80.607,0.802
val2017/000000297595.jpg,173.567,33.846,0.862
val2017/000000126107.jpg,176.838,60.585,0.518
val2017/000000242411.jpg,174.75,71.341,0.609
val2017/000000205401.jpg,175.886,72.853,0.069
val2017/000000414385.jpg,173.809,46.956,0.846
val2017/000000374369.jpg,173.614,40.303,0.875
val2017/000000364102.jpg,179.528,60.276,0.912
val2017/000000327605.jpg,174.687,62.546,0.892
val2017/000000439522.jpg,175.53,89.846,0.885
val2017/000000334977.jpg,174.24,83.307,0.638
val2017/000000052017.jpg,177.994,43.83,0.055
val2017/000000425702.jpg,176.129,51.089,0.77
val2017/000000341196.jpg,174.501,59.223,0.77
val2017/000000095155.jpg,177.593,41.653,0.883
val2017/000000183500.jpg,179.387,41.079,0.196
val2017/000000154087.jpg,177.699,52.907,0.855
val2017/000000142790.jpg,179.509,68.486,0.739
val2017/000000488270.jpg,180.3,28.722,0.002
val2017/000000430377.jpg,179.831,67.591,0.93
val2017/000000192904.jpg,179.173,58.828,0.0
val2017/000000554328.jpg,178.545,62.465,0.837
val2017/000000384949.jpg,179.603,66.018,0.042
val2017/000000349594.jpg,184.514,87.305,0.844
val2017/000000199442.jpg,177.962,50.641,0.865
val2017/000000375078.jpg,183.011,43.683,0.0
val2017/000000171611.jpg,179.428,42.739,0.72
val2017/000000378244.jpg,180.01,89.597,0.802
val2017/000000243148.jpg,182.505,69.181,0.822
val2017/000000353180.jpg,180.429,62.632,0.761
val2017/000000523033.jpg,179.472,44.171,0.683
val2017/000000210915.jpg,182.34,52.83,0.812
val2017/000000390246.jpg,181.715,61.319,0.599
val2017/000000224051.jpg,183.692,61.577,0.003
val2017/000000236308.jpg,177.109,34.283,0.796
val2017/000000388846.jpg,181.829,71.138,0.746
val2017/000000154947.jpg,182.416,67.698,0.014
val2017/000000463542.jpg,179.808,41.312,0.909
val2017/000000482477.jpg,183.11,55.434,0.001
val2017/000000148739.jpg,185.324,52.965,0.84
val2017/000000125472.jpg,185.765,80.556,0.887
val2017/000000117914.jpg,189.726,46.867,0.062
val2017/000000304396.jpg,182.826,45.695,0.0
val2017/000000210388.jpg,184.439,71.665,0.821
val2017/000000400044.jpg,183.917,59.063,0.726
val2017/000000516318.jpg,184.8,32.379,0.927
val2017/000000150930.jpg,188.312,55.344,0.013
val2017/000000316054.jpg,190.786,49.578,0.465
val2017/000000204329.jpg,188.521,66.11,0.813
val2017/000000125572.jpg,188.634,75.598,0.768
val2017/000000022371.jpg,187.301,65.418,0.82
val2017/000000221291.jpg,190.34,43.124,0.863
val2017/000000220764.jpg,190.164,47.842,0.882
val2017/000000007888.jpg,189.894,54.035,0.108
val2017/000000546826.jpg,195.049,64.998,0.003
val2017/000000493442.jpg,189.882,37.108,0.763
val2017/000000544444.jpg,189.114,74.14,0.882
val2017/000000365208.jpg,190.355,51.431,0.442
val2017/000000274708.jpg,188.548,90.022,0.871
val2017/000000143068.jpg,187.283,53.832,0.755
val2017/000000511760.jpg,193.311,66.953,0.824
val2017/000000135673.jpg,186.518,7.603,0.002
val2017/000000311950.jpg,193.399,58.313,0.199
val2017/000000131386.jpg,190.596,69.706,0.0
val2017/000000442463.jpg,197.214,73.655,0.817
val2017/000000343937.jpg,193.096,43.621,0.812
val2017/000000090956.jpg,193.994,27.2,0.875
val2017/000000189828.jpg,201.546,55.744,0.003
val2017/000000076261.jpg,192.39,21.52,0.011
val2017/000000131556.jpg,193.935,82.119,0.841
val2017/000000255483.jpg,194.971,61.33,0.343
val2017/000000080671.jpg,194.706,70.201,0.746
val2017/000000193429.jpg,195.314,59.97,0.844
val2017/000000473121.jpg,195.143,55.38,0.886
val2017/000000342397.jpg,194.513,49.922,0.865
val2017/000000000785.jpg,196.193,55.624,0.899
val2017/000000161799.jpg,197.029,60.434,0.851
val2017/000000314709.jpg,196.125,42.683,0.872
val2017/000000080273.jpg,196.227,58.624,0.874
val2017/000000384666.jpg,197.51,41.628,0.824
val2017/000000048555.jpg,202.72,51.78,0.441
val2017/000000222118.jpg,199.456,56.476,0.708
val2017/000000426376.jpg,201.453,23.873,0.83
val2017/000000406417.jpg,200.241,65.174,0.922
val2017/000000338325.jpg,199.095,53.111,0.0
val2017/000000001761.jpg,200.262,62.822,0.229
val2017/000000345027.jpg,204.557,47.59,0.415
val2017/000000350405.jpg,197.382,56.216,0.805
val2017/000000563349.jpg,202.553,43.818,0.818
val2017/000000553094.jpg,204.17,33.836,0.024
val2017/000000164885.jpg,203.296,43.962,0.881
val2017/000000451043.jpg,205.001,41.812,0.782
val2017/000000352760.jpg,205.269,51.75,0.922
val2017/000000080153.jpg,204.584,61.319,0.712
val2017/000000392481.jpg,207.082,24.572,0.387
val2017/000000234757.jpg,208.895,61.314,0.068
val2017/000000476215.jpg,211.327,58.855,0.883
val2017/000000520910.jpg,212.332,44.584,0.914
val2017/000000196442.jpg,209.587,33.653,0.664
val2017/000000074860.jpg,212.869,23.767,0.792
val2017/000000509014.jpg,212.03,57.411,0.878
val2017/000000099242.jpg,218.173,31.232,0.899
val2017/000000163951.jpg,222.404,56.58,0.002
val2017/000000051610.jpg,225.129,63.477,0.714
val2017/000000289229.jpg,225.947,37.754,0.85
val2017/000000144114.jpg,224.357,44.96,0.558
val2017/000000492968.jpg,227.935,59.077,0.839
val2017/000000435206.jpg,237.171,38.117,0.785
